Timestamp,LocalMs,CloudMs,GatewayMs,LocalOnline,CloudOnline,GatewayOnline
2025-11-02T14:53:04,18,272,221,1,1,1
2025-11-02T14:58:04,19,269,217,1,1,1
2025-11-02T15:03:04,20,274,226,1,1,1
2025-11-02T15:08:04,20,278,217,1,1,1
2025-11-02T15:13:04,19,281,226,1,1,1
2025-11-02T15:18:04,21,280,219,1,1,1
2025-11-02T15:23:04,29,270,220,1,1,1
2025-11-02T15:28:04,20,266,217,1,1,1
2025-11-02T15:33:04,24,263,215,1,1,1
2025-11-02T15:38:04,21,272,224,1,1,1
2025-11-02T15:43:05,20,307,221,1,1,1
2025-11-02T15:48:04,24,276,220,1,1,1
2025-11-02T15:53:11,20,292,217,1,1,1
2025-11-02T15:58:04,20,275,221,1,1,1
2025-11-02T16:03:04,20,271,217,1,1,1
2025-11-02T16:08:04,22,266,227,1,1,1
2025-11-02T16:13:04,22,262,221,1,1,1
2025-11-02T16:18:04,20,280,219,1,1,1
2025-11-02T16:23:05,21,272,710,1,1,1
2025-11-02T16:28:04,23,271,220,1,1,1
2025-11-02T16:33:04,24,260,222,1,1,1
2025-11-02T16:38:04,24,266,222,1,1,1
2025-11-02T16:43:05,21,279,223,1,1,1
2025-11-02T16:48:04,20,302,218,1,1,1
2025-11-02T16:53:04,19,289,227,1,1,1
2025-11-02T16:58:08,19,283,218,1,1,1
2025-11-02T17:03:05,20,277,215,1,1,1
2025-11-02T17:08:04,20,277,218,1,1,1
2025-11-02T17:13:05,21,300,221,1,1,1
2025-11-02T17:18:05,19,272,224,1,1,1
2025-11-02T17:23:05,18,265,224,1,1,1
2025-11-02T17:28:05,19,266,223,1,1,1
2025-11-02T17:33:05,24,283,221,1,1,1
2025-11-02T17:38:05,21,276,225,1,1,1
2025-11-02T17:43:04,19,234,222,1,1,1
2025-11-02T17:48:05,22,303,243,1,1,1
2025-11-02T17:53:29,3051,267,213,0,1,1
2025-11-02T17:58:04,17,299,212,1,1,1
2025-11-02T18:02:54,21,246,225,1,1,1
2025-11-02T18:03:05,22,228,225,1,1,1
2025-11-02T18:08:05,20,265,226,1,1,1
2025-11-02T18:13:06,42,326,229,1,1,1
2025-11-02T18:18:05,50,292,226,1,1,1
2025-11-02T18:23:03,21,275,271,1,1,1
2025-11-02T18:28:04,16,268,255,1,1,1
2025-11-02T18:33:04,18,273,218,1,1,1
2025-11-02T18:38:04,18,264,217,1,1,1
2025-11-02T18:43:04,18,267,216,1,1,1
2025-11-02T18:48:04,19,269,223,1,1,1
2025-11-02T18:53:04,19,270,221,1,1,1
2025-11-02T18:58:04,20,271,218,1,1,1
2025-11-02T19:03:05,20,272,224,1,1,1
2025-11-02T19:08:05,18,270,217,1,1,1
2025-11-02T19:13:07,44,294,234,1,1,1
2025-11-02T19:18:04,23,292,215,1,1,1
2025-11-02T19:23:04,26,298,224,1,1,1
2025-11-02T19:28:05,40,315,221,1,1,1
2025-11-02T19:33:04,25,273,227,1,1,1
2025-11-02T19:38:04,18,271,225,1,1,1
2025-11-02T19:43:05,21,271,231,1,1,1
2025-11-02T19:48:04,19,275,222,1,1,1
2025-11-02T19:53:04,18,302,256,1,1,1
2025-11-02T19:58:07,40,241,227,1,1,1
2025-11-02T20:03:07,17,273,2410,1,1,1
2025-11-02T20:08:04,19,262,215,1,1,1
2025-11-02T20:13:04,30,264,221,1,1,1
2025-11-02T20:18:04,19,275,228,1,1,1
2025-11-02T20:23:05,20,276,216,1,1,1
2025-11-02T20:28:04,18,307,222,1,1,1
2025-11-02T20:33:04,21,275,225,1,1,1
2025-11-02T20:38:04,18,273,234,1,1,1
2025-11-02T20:43:04,19,307,218,1,1,1
2025-11-02T20:48:04,19,266,216,1,1,1
2025-11-02T20:53:04,18,265,216,1,1,1
2025-11-02T20:58:04,19,272,228,1,1,1
2025-11-02T21:03:04,18,282,231,1,1,1
2025-11-02T21:08:11,18,276,212,1,1,1
2025-11-02T21:13:05,20,278,216,1,1,1
2025-11-02T21:18:05,21,270,233,1,1,1
2025-11-02T21:23:05,21,275,225,1,1,1
2025-11-02T21:28:05,19,275,223,1,1,1
2025-11-02T21:33:05,19,267,223,1,1,1
2025-11-02T21:38:04,19,238,223,1,1,1
2025-11-02T21:43:05,20,271,212,1,1,1
2025-11-02T21:48:05,18,398,222,1,1,1
2025-11-02T21:53:05,28,274,214,1,1,1
2025-11-02T21:56:24,20,286,221,1,1,1
2025-11-02T21:58:05,29,237,227,1,1,1
2025-11-02T22:03:05,18,272,216,1,1,1
2025-11-02T22:08:05,19,234,217,1,1,1
2025-11-02T22:13:07,21,279,221,1,1,1
2025-11-02T22:18:05,27,272,219,1,1,1
2025-11-02T22:23:05,27,302,212,1,1,1
2025-11-02T22:28:05,21,278,229,1,1,1
2025-11-02T22:33:04,18,233,220,1,1,1
2025-11-02T22:38:05,26,227,222,1,1,1
2025-11-02T22:43:05,17,272,234,1,1,1
2025-11-02T22:48:05,18,304,241,1,1,1
2025-11-02T22:53:04,20,273,229,1,1,1
2025-11-02T22:58:05,36,284,228,1,1,1
2025-11-02T23:03:04,19,305,235,1,1,1
2025-11-02T23:08:04,19,299,227,1,1,1
2025-11-02T23:13:04,18,238,227,1,1,1
2025-11-02T23:18:10,26,278,229,1,1,1
2025-11-02T23:23:04,20,249,216,1,1,1
2025-11-02T23:25:44,20,279,232,1,1,1
2025-11-02T23:27:40,32,283,228,1,1,1
2025-11-02T23:28:05,18,238,227,1,1,1
2025-11-02T23:33:05,19,294,222,1,1,1
2025-11-02T23:38:04,19,311,233,1,1,1
2025-11-02T23:39:03,19,241,221,1,1,1
2025-11-02T23:44:04,27,239,230,1,1,1
2025-11-02T23:49:04,19,271,222,1,1,1
2025-11-02T23:54:08,40,277,238,1,1,1
2025-11-02T23:59:04,19,276,221,1,1,1
2025-11-03T00:04:04,19,272,240,1,1,1
2025-11-03T00:09:04,20,298,226,1,1,1
2025-11-03T00:14:04,35,247,237,1,1,1
2025-11-03T00:19:07,21,271,229,1,1,1
2025-11-03T00:24:04,20,236,224,1,1,1
2025-11-03T00:29:04,19,281,220,1,1,1
2025-11-03T00:34:04,20,227,225,1,1,1
2025-11-03T00:39:04,20,234,225,1,1,1
2025-11-03T00:44:04,20,228,216,1,1,1
2025-11-03T00:49:04,26,227,230,1,1,1
2025-11-03T00:54:05,24,241,222,1,1,1
2025-11-03T00:59:04,18,240,219,1,1,1
2025-11-03T01:04:04,18,234,235,1,1,1
2025-11-03T08:39:22,18,281,222,1,1,1
2025-11-03T08:44:05,21,234,224,1,1,1
2025-11-03T08:49:05,18,311,228,1,1,1
2025-11-03T08:54:05,17,251,221,1,1,1
2025-11-03T08:59:04,19,308,220,1,1,1
2025-11-03T09:02:42,20,284,230,1,1,1
2025-11-03T09:04:05,19,324,229,1,1,1
2025-11-03T09:09:04,22,272,243,1,1,1
2025-11-03T09:11:01,18,262,222,1,1,1
2025-11-03T09:14:08,38,244,242,1,1,1
2025-11-03T09:18:04,24,286,216,1,1,1
2025-11-03T09:23:05,20,283,260,1,1,1
2025-11-03T09:28:05,18,281,225,1,1,1
2025-11-03T09:33:05,17,264,218,1,1,1
2025-11-03T09:38:05,18,294,225,1,1,1
2025-11-03T09:43:07,42,242,228,1,1,1
2025-11-03T09:48:05,20,269,232,1,1,1
2025-11-03T09:53:05,26,247,220,1,1,1
2025-11-03T09:58:04,20,234,217,1,1,1
2025-11-03T10:03:05,18,247,249,1,1,1
2025-11-03T10:08:04,18,236,236,1,1,1
2025-11-03T10:13:04,17,234,245,1,1,1
2025-11-03T10:18:05,20,249,232,1,1,1
