timestamp,persona,role,tokens,delta_sec,R,R_smooth,sessionId,source_file
2025-10-12 12:42:32.993193+00:00,기타,unknown,1,0.000761,0.599542850562646,0.4803507077155703,sess_20251012_123431,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:43:03.130003+00:00,기타,unknown,1,30.13681,0.018128523167049975,0.3640225651844994,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r01.jsonl
2025-10-12 12:43:03.131146+00:00,기타,unknown,1,0.001143,0.5993136367523633,0.3639172667602534,sess_20251012_123431,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:48:00.384073+00:00,기타,unknown,1,297.252927,0.0008365255477756414,0.24410080151567626,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r01.jsonl
2025-10-12 12:48:00.386593+00:00,기타,unknown,1,0.00252,0.598488836690343,0.3632620745440356,sess_20251012_123431,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:48:00.387032+00:00,기타,unknown,1,0.000439,0.5997361981650826,0.3633007440645229,sess_20251012_123431,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:48:00.387222+00:00,기타,unknown,1,0.00019,0.5998857976612112,0.47965219896335515,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r01.jsonl
2025-10-12 12:49:28.063409+00:00,기타,unknown,1,87.676187,0.0056003446415813715,0.3609095405411988,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r02.jsonl
2025-10-12 12:49:28.063614+00:00,기타,unknown,1,0.000205,0.5998767835349922,0.48071759213864207,sess_20251012_124802,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:49:51.165288+00:00,기타,unknown,1,23.101674,0.023764316749904913,0.3657726881505544,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r02.jsonl
2025-10-12 12:49:51.165850+00:00,기타,unknown,1,0.000562,0.5996623270936207,0.365757913936262,sess_20251012_124802,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:52:54.391883+00:00,기타,unknown,1,183.226033,0.0020841258894845104,0.24619757958191668,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r02.jsonl
2025-10-12 12:52:54.392478+00:00,기타,unknown,1,0.000595,0.5996425111156035,0.3650060128767211,sess_20251012_124802,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:52:54.392877+00:00,기타,unknown,1,0.000399,0.5997602251919588,0.3649827012081145,sess_20251012_124802,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:52:54.393032+00:00,기타,unknown,1,0.000155,0.5999068316738742,0.48021120419290836,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r02.jsonl
2025-10-12 12:57:00.457089+00:00,기타,unknown,1,246.064057,0.0012541492746578826,0.3605295686291158,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r02.jsonl
2025-10-12 12:57:00.457902+00:00,기타,unknown,1,0.000813,0.5995116383944562,0.4800150711301101,sess_20251012_124802,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 12:59:58.933865+00:00,기타,unknown,1,178.475963,0.0021704926484254444,0.3605206674366745,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r02.jsonl
2025-10-12 12:59:58.934685+00:00,기타,unknown,1,0.00082,0.5995074370041241,0.36047010979910754,sess_20251012_124802,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 13:00:28.340982+00:00,기타,unknown,1,29.406297,0.0185923909434322,0.24420722165301917,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r02.jsonl
2025-10-12 13:00:28.342242+00:00,기타,unknown,1,0.00126,0.5992434675103383,0.3638050853001552,sess_20251012_124802,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 13:00:28.342638+00:00,기타,unknown,1,0.000396,0.5997620272964309,0.36385516308055016,sess_20251012_124802,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 13:00:28.342867+00:00,기타,unknown,1,0.000229,0.5998623614953944,0.483393536849944,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r02.jsonl
2025-10-12 13:02:15.281333+00:00,기타,unknown,1,106.938466,0.004390503575012938,0.3643701501641218,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r03.jsonl
2025-10-12 13:02:15.281565+00:00,기타,unknown,1,0.000232,0.5998605587891078,0.48062378373325687,sess_20251012_130029,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 13:02:42.681233+00:00,기타,unknown,1,27.399668,0.019989383825605684,0.36477296699631034,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r03.jsonl
2025-10-12 13:02:42.681691+00:00,기타,unknown,1,0.000458,0.5997247860003656,0.3647655187370972,sess_20251012_130029,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
2025-10-12 13:06:58.054886+00:00,기타,unknown,1,255.373195,0.001165794262847302,0.24502620529058783,,d:\nas_backup\outputs\persona_runs\E1\E1_20251012_191158_assess-emotional-resilience-for-remote-research-teams-e1-baseline_r03.jsonl
2025-10-12 13:06:58.055476+00:00,기타,unknown,1,0.00059,0.599645513452497,0.3640772072660846,sess_20251012_130029,d:\nas_backup\outputs\resonance_ledger\ledger-20251012.jsonl
